uid,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,haversine,passenger_count,pickup_day,holiday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,weekend,pickup_hour,rush_hour,overnight,LGA_pickup,LGA_dropoff,JFK_pickup,JFK_dropoff,EWR_pickup,EWR_dropoff,change_borough,quick_trip,Outlier_dropoff,Outlier_pickup
41445,5.0,-73.979973,40.775695,-73.986626,40.770904,0.4803771009346697,1,12,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,1,0,0
52050,10.0,-73.956533,40.784031,-73.963726,40.803084,1.3691507472776976,1,11,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
61036,6.5,-73.969131,40.790731,-73.98234,40.775713,1.2466984626275177,1,22,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
12559,16.5,-73.974923,40.749892,-73.921572,40.763955,2.9564794408429145,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4738,2.5,-73.934876,40.741248,-73.934876,40.741248,0.0,1,10,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
47552,11.5,-73.989804,40.729636,-74.007593,40.720029,1.1437897722642119,1,8,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0
36598,10.5,-73.992213,40.743992,-73.973507,40.760787,1.518287810623507,1,30,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
21852,4.0,-73.992382,40.73466,-74.00063,40.737377,0.47085509911185097,6,13,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,1,0,0
64779,6.5,-73.961432,40.764825,-73.955985,40.772644,0.6108218149727321,1,30,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
62163,5.0,-74.010132,40.70379,-74.005982,40.709267,0.43640863538406266,1,17,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
45568,12.5,-73.950605,40.782305,-73.955112,40.812082,2.070856615899472,5,2,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
35031,11.0,-74.009866,40.705908,-73.993741,40.701162,0.9060390285585191,1,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41479,12.0,-73.983402,40.771295,-73.985318,40.743645,1.9130629909445627,1,18,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
68663,16.0,-73.99801,40.719637,-73.965862,40.762602,3.412457167592414,1,4,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
5956,6.0,-73.994509,40.72491,-73.978776,40.728502,0.8603700090705323,1,7,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
28987,5.0,-73.962875,40.774967,-73.95461,40.786417,0.9015827303244026,1,8,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
20937,15.5,-74.003442,40.732512,-73.993278,40.68703,3.187276042350228,1,29,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
35864,7.5,-73.954206,40.78156,-73.968738,40.790823,0.9937638649129219,1,22,0,0,1,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
22604,6.0,-73.988743,40.718865,-74.003666,40.716011,0.8059880440350067,1,20,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
69958,15.5,-73.983713,40.730148,-73.946082,40.79127,4.659755083417407,2,1,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0
3209,9.0,-73.971093,40.761623,-73.987867,40.769319,1.026290034344136,1,31,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
36500,13.5,-73.983027,40.76064,-73.927926,40.7461,3.0539592865459584,1,19,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0
34499,4.5,-73.982347,40.763315,-73.98759,40.754872,0.6446679988242613,1,13,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0
52073,12.5,-73.997748,40.756692,-73.960269,40.799775,3.5645843400010686,1,21,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
58072,8.5,-73.983337,40.771177,-74.004137,40.752815,1.671671812187247,5,26,0,0,0,0,0,0,1,1,23,0,1,0,0,0,0,0,0,0,1,0,0
43631,9.0,-73.981922,40.757575,-73.978045,40.741742,1.112619496109454,6,5,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,0,1,0,0
38835,4.0,-73.955027,40.769041,-73.950331,40.775716,0.5225723612201519,1,25,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
35700,16.0,-73.99697,40.714976,-73.978763,40.758407,3.148548795123771,1,12,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0
50604,17.0,-73.98367,40.676362,-74.013862,40.711572,2.901736372231821,6,24,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
13633,9.5,-73.981488,40.778455,-73.955851,40.766099,1.5900798669867509,1,15,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8234,6.5,-73.986555,40.7428,-73.9829,40.758745,1.1181818550570195,5,18,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
45027,7.0,-73.989637,40.741827,-73.985202,40.732645,0.6755687251072009,1,3,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
17945,9.0,-73.993953,40.75144,-73.990122,40.737677,0.9718487317900031,1,4,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
53097,8.5,-73.965434,40.771944,-73.969585,40.789672,1.243991776297674,1,22,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
18714,4.0,-73.993819,40.761833,-73.98679,40.764169,0.4016974374961065,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12612,10.5,-73.981365,40.7468,-74.00738,40.751682,1.4028689230842788,3,8,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
27082,17.0,-73.977685,40.784216,-73.941035,40.844184,4.565163692300532,4,26,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0
3699,3.0,-73.957332,40.761792,-73.954833,40.765302,0.2755318319071024,1,22,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
5455,8.5,-74.002077,40.72159,-74.00805,40.738107,1.1832916127979953,1,24,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
43718,5.0,-73.968255,40.765213,-73.960051,40.77057,0.5668342247618104,1,21,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
28672,3.0,-73.955266,40.773402,-73.958193,40.769146,0.3315564213672518,1,14,0,1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
54699,14.5,-73.994772,40.725025,-73.971211,40.67724,3.524753756350329,3,14,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,1,0,0,0
23082,5.5,-74.001538,40.72788,-73.994657,40.740267,0.9285911837045896,1,9,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
29299,8.0,-73.9858,40.760157,-73.995015,40.769822,0.8237027393447738,1,29,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
23304,5.5,-73.995103,40.750012,-74.006353,40.743647,0.734976571065962,1,7,0,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
4147,18.5,-73.939971,40.751361,-74.000103,40.742807,3.202620054185643,1,12,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,1,0,0
7114,9.0,-73.98545,40.778302,-73.970217,40.762245,1.3660895154693435,1,21,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
55476,17.0,-73.989325,40.716838,-73.953778,40.77902,4.681978245306712,1,10,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
14608,5.0,-73.994065,40.745247,-74.005638,40.740183,0.6996079073368497,1,30,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
48152,7.0,-73.989472,40.719057,-73.992287,40.735602,1.1526138398294907,1,23,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
34494,36.3,-73.870955,40.773802,-73.976465,40.760172,5.601011710890459,6,18,0,0,0,0,0,1,0,0,19,1,0,1,0,0,0,0,0,1,0,0,0
44640,15.0,-73.991594,40.750164,-73.95665,40.773033,2.416820262904351,1,27,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,1,0,0
51399,13.5,-73.980426,40.753638,-74.009312,40.724545,2.5154430680235182,1,9,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
41498,5.0,-73.991767,40.761385,-73.994817,40.755507,0.4363744572496159,2,24,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
33924,56.8,-73.78107,40.645046,-73.99984,40.731997,12.940680273643828,1,21,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0
41955,14.0,-73.948607,40.777982,-73.946035,40.819755,2.8893728311707756,2,21,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18466,16.0,-74.007722,40.713352,-73.994007,40.771092,4.05354375389368,2,15,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
58760,7.0,-73.968177,40.770838,-73.965251,40.757129,0.9594986173460814,1,8,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
1996,14.0,-73.965065,40.75549,-73.996697,40.742897,1.8704254838962413,1,20,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0
69884,4.5,-73.955327,40.779518,-73.946807,40.776458,0.49337007539879174,1,2,0,0,0,1,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
40372,8.5,-73.96951,40.797717,-73.955975,40.818662,1.6109974352746927,5,17,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
55965,16.0,-73.790213,40.647191,-73.816683,40.702001,4.033044144095616,2,1,1,0,1,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,1,0,0
8,7.5,-73.984933,40.751149,-74.000116,40.758564,0.9454984827947532,1,26,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,1,0,0
6433,16.0,-73.987615,40.752217,-73.992112,40.774602,1.5644581533186042,1,29,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
19522,3.0,-73.986018,40.757374,-73.985113,40.75695,0.05569276981841072,1,27,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0
26851,24.0,-73.98575,40.759692,-73.9427,40.841155,6.062224300496607,3,28,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
58574,7.5,-73.996358,40.7431,-73.980183,40.760448,1.4674767871105054,1,26,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
44464,18.3,-73.990361,40.664007,-74.015437,40.706503,3.2167325728352525,1,19,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
50598,6.5,-73.963044,40.766531,-73.977457,40.758872,0.9213927567720304,1,27,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0
30678,11.0,-73.988502,40.74147,-73.975383,40.755112,1.166191563991984,1,25,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
67233,10.5,-73.984519,40.750095,-74.004375,40.722904,2.1471389430499417,3,4,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
53034,9.5,-73.98525,40.748337,-73.998137,40.722997,1.8763256284071308,6,22,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
29888,4.5,-74.001767,40.735297,-74.001898,40.73801,0.1875758676731312,1,25,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
58524,5.0,-73.984404,40.740393,-73.97359,40.752035,0.9835993983923238,1,4,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
16795,9.0,-73.980812,40.760202,-73.980812,40.760202,0.0,1,31,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
66375,8.5,-73.97848,40.76102,-73.966623,40.77104,0.9296746667349761,1,19,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,1,0,0
28569,4.5,-73.977847,40.762768,-73.982034,40.770829,0.5985091309992606,1,11,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
67869,5.5,-73.977576,40.760902,-73.967632,40.76266,0.5343917143707623,1,28,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
443,7.0,-73.985577,40.744035,-74.002645,40.733637,1.1465397115762122,1,17,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
37065,7.0,-73.989473,40.758202,-73.970616,40.762358,1.0278025783054912,1,21,1,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
4741,10.0,-73.99143,40.709007,-73.976457,40.749032,2.874440637880978,3,17,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
31014,6.5,-73.989883,40.734223,-73.995656,40.721812,0.9092347278013923,1,5,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,0,1,0,0
62254,9.5,-74.005752,40.75091,-74.003207,40.733027,1.2427595460522178,1,7,0,1,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
50256,7.5,-73.977289,40.76521,-73.954674,40.777839,1.470275507882789,1,5,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0
37906,9.5,-73.985955,40.759275,-73.96716,40.765947,1.0862656416864578,5,26,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0
4305,24.0,-73.950263,40.783704,-73.890172,40.743183,4.210415935386272,1,1,1,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0
65095,9.0,-73.99291,40.741372,-73.974775,40.749252,1.094352899290358,1,15,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
62113,9.5,-73.980827,40.779632,-73.95606,40.788037,1.4199014537241867,1,11,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
1597,33.5,-73.99313,40.749687,-73.906505,40.831942,7.268651775539063,1,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69519,19.5,-73.948678,40.71123,-74.00782,40.740672,3.7051556502406524,2,7,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
45333,7.0,-73.960865,40.75667,-73.965382,40.767067,0.7562588739770805,1,31,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
19342,11.5,-74.010263,40.711982,-74.005242,40.752347,2.801318011650973,1,4,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
44314,14.5,-73.975979,40.744828,-73.971972,40.781798,2.5629764646483055,2,5,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
32855,5.5,-73.998948,40.720035,-73.989997,40.719128,0.4729049103749093,3,17,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
60030,5.5,-73.990339,40.756223,-73.980363,40.754452,0.5362762147073913,1,31,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
43907,8.0,-73.968645,40.799155,-73.973242,40.782743,1.1591783739887727,3,13,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0
13827,18.5,-73.993177,40.751978,-73.950992,40.782693,3.0621597157844898,1,4,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
68233,10.0,-73.965362,40.763258,-73.943758,40.776662,1.4613977784947227,1,11,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
46679,4.0,-73.976179,40.759864,-73.980498,40.753725,0.4806370606993658,1,31,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
44202,14.5,-73.99414,40.751469,-73.947656,40.784812,3.3502475747047917,1,26,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
50403,7.5,-73.984721,40.779765,-73.99195,40.765721,1.0414667827771966,1,5,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0
20817,18.5,-74.00246,40.71879,-73.953712,40.78047,4.967161256426501,1,27,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
5530,7.0,-73.98445,40.767447,-73.989712,40.752332,1.0800456086724053,1,28,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
64409,11.5,-73.988764,40.737313,-73.972893,40.764887,2.07841546048581,1,10,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
12908,7.0,-74.00218,40.734507,-73.987253,40.736624,0.7950607423717311,1,24,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
29701,7.5,-73.994156,40.724548,-73.978165,40.742418,1.491784635683399,1,31,0,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
22651,10.0,-73.988848,40.74441,-74.005725,40.726327,1.5302810385068637,1,14,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
61408,12.0,-73.94955,40.781068,-73.979341,40.749018,2.7081751942219747,1,12,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
5800,5.5,-73.984437,40.77456,-73.994815,40.765287,0.8398835289398696,1,18,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
68555,15.0,-73.99421,40.752502,-74.01573,40.71148,3.050088794215472,6,24,0,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
45401,8.5,-73.979553,40.78438,-73.970308,40.764388,1.4635671656535256,1,12,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,1,0,0
5887,17.0,-73.997435,40.728597,-73.976447,40.757822,2.2988026000419857,1,23,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
20851,11.0,-73.958298,40.76964,-73.975467,40.76235,1.0300139982416943,1,22,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
67771,6.5,-74.002332,40.729331,-74.008809,40.738831,0.7388077224637696,1,6,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,1,0,0
7027,35.8,-73.871018,40.773766,-73.972254,40.756783,5.426148776050367,2,2,0,0,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,1,0,0,0
62302,4.0,-73.965037,40.766601,-73.962708,40.772919,0.4532247683873161,2,29,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
7166,8.0,-73.994064,40.750965,-73.97881,40.764817,1.2463367899098132,3,15,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
15640,13.0,-74.010842,40.703098,-73.984017,40.726282,2.1306186779400487,1,27,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,1,0,0
55734,9.5,-73.953545,40.788404,-73.960005,40.811355,1.6213598304593666,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50887,13.0,-73.986664,40.761565,-73.975488,40.795377,2.4082524558014646,1,20,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0
13813,10.0,-73.997455,40.714147,-74.00849,40.73046,1.2666112110553283,5,3,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
60559,11.0,-74.000734,40.728958,-73.985557,40.759706,2.2681760649064575,3,6,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,1,0,0
42573,4.0,-73.993518,40.736035,-73.999382,40.73417,0.33295314629773454,1,21,1,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0
29346,7.0,-73.984015,40.72543,-73.974282,40.742537,1.2871463725521797,1,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10545,5.0,-73.956837,40.775022,-73.949858,40.76861,0.5741337090966393,5,24,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
17823,10.5,-73.95585,40.77272,-73.979095,40.740515,2.536018615400106,1,3,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
24406,8.5,-73.980912,40.758802,-73.969613,40.784832,1.8931871011445218,1,19,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0
69358,5.5,-74.000415,40.737352,-73.991862,40.733215,0.5312410865135823,5,15,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
69904,5.5,-73.96509,40.75521,-73.956567,40.766892,0.9221954938439264,5,30,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
20398,7.5,-74.000843,40.728931,-73.987172,40.750544,1.655959701761176,1,27,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,1,0,0
25087,9.5,-73.975007,40.757182,-73.988152,40.769672,1.1036051882622517,5,14,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
8506,4.0,-73.993264,40.745153,-74.002975,40.748871,0.5695478418226213,1,13,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0
29478,8.5,-74.013132,40.716427,-73.9897,40.701367,1.6090022980283978,1,21,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
40819,16.5,-74.010549,40.71381,-73.959065,40.780626,5.345570666191835,1,8,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
20113,7.5,-73.957563,40.774477,-73.965787,40.790167,1.166336897288303,1,2,0,0,0,1,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
47094,7.5,-73.979545,40.735322,-73.970863,40.75339,1.328534143418242,6,11,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
48746,9.0,-73.98965,40.736865,-74.00702,40.719802,1.4889841085256206,5,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25808,8.5,-73.997481,40.721264,-73.999089,40.743919,1.5675738130164396,2,14,0,1,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
69215,7.5,-73.967672,40.755849,-73.960695,40.766592,0.8272172167429537,1,25,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
51936,12.0,-73.961948,40.75947,-73.982512,40.751113,1.221396077379027,1,16,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
31892,11.5,-73.952835,40.785515,-73.973682,40.75496,2.37632518454182,6,15,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
33706,3.0,-73.987369,40.737412,-73.992076,40.73798,0.24952842816604714,1,25,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
42903,22.8,-73.93707,40.804182,-73.87128,40.774242,4.015462559684794,1,1,1,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0
6544,8.5,-73.983724,40.76454,-73.980179,40.753131,0.8098256904430207,1,25,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
5749,11.0,-73.776672,40.645385,-73.801023,40.671925,2.2342030979368936,2,31,0,0,0,0,1,0,0,0,14,0,0,0,0,1,1,0,0,0,1,0,0
349,6.5,-73.981778,40.759021,-73.978884,40.754435,0.3512026784259096,1,23,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0
26172,17.0,-73.974839,40.780106,-73.993299,40.734108,3.321766002298811,1,9,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
69995,6.0,-73.981423,40.76407,-73.974377,40.762917,0.3772398497611431,2,19,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
65491,7.5,-73.978202,40.763302,-73.957597,40.782527,1.7108026172546418,1,13,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0
58203,8.5,-73.983745,40.749843,-74.004618,40.741936,1.2215896019517047,3,3,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
7064,3.5,-73.977348,40.763967,-73.982287,40.76896,0.43106092373083377,3,11,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
34009,7.0,-73.978963,40.765288,-73.9893,40.757289,0.7733740519922179,1,19,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,1,0,0
6265,13.0,-74.004406,40.730769,-73.973914,40.743222,1.8134630192860492,3,6,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0
54838,8.0,-73.993073,40.741408,-74.005094,40.72879,1.0752473893174637,1,10,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
3968,8.5,-73.955315,40.764587,-73.949122,40.785127,1.4557021864701096,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47668,52.0,-73.962564,40.760218,-73.787222,40.641498,12.314355585754434,1,21,1,1,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,1,0,0,0
43393,7.0,-74.010119,40.732711,-74.004273,40.751829,1.3559151638887024,3,13,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0
47151,5.0,-73.953027,40.771973,-73.95535,40.780303,0.5882420905801343,1,19,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,1,0,0
10079,11.0,-73.977855,40.783815,-73.980427,40.753537,2.0963353814814525,6,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
67656,11.0,-73.995173,40.739508,-73.98056,40.767448,2.0764638951154013,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
47664,4.5,-73.97542,40.75206,-73.977907,40.747423,0.3458227056647423,1,27,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0
59509,9.5,-73.941157,40.792532,-73.967403,40.793125,1.3735139759270791,1,12,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,1,0,0
62814,62.0,-73.783329,40.648685,-74.000571,40.654749,11.395537195781516,1,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
19474,16.5,-73.991509,40.723677,-73.993132,40.695302,1.9623677068348566,1,28,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
49308,27.5,-73.99855,40.729878,-73.953762,40.784815,4.461237487576348,1,8,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
